counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,multiple,[],,,Home_Again,Home Again,[]
59,Peter Gekofsky,['No diagnosis available'],,multiple,[],,,Home_Again,Home Again,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,multiple,['S-4-EP-10'],,,"Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
61,David Gibbs,['No diagnosis available'],,multiple,['S-5-EP-12'],,,Losing_Battles,Losing Battles,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,multiple,[],,,Losing_Battles,Losing Battles,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,multiple,[],,,Losing_Battles,Losing Battles,[]
64,Susan Grant,['No diagnosis available'],,multiple,['S-4-EP-13'],,,Blind_Love,Blind Love,[]
65,Greta,['Inoperable Glioma'],,multiple,[],,,Blind_Love,Blind Love,[]
66,Ellis Grey,['No diagnosis available'],,multiple,['S-14-EP-7'],,,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story",[]
67,Lexie Grey,['No diagnosis available'],,multiple,['S-ERROR-EP-ERROR'],,,Grey%27s_Anatomy,Grey's Anatomy,[]
68,Susan Grey,['No diagnosis available'],,multiple,['S-3-EP-23'],,,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2",[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,multiple,['S-4-EP-10'],,,"Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,multiple,['S-ERROR-EP-ERROR'],,,Grey%27s_Anatomy,Grey's Anatomy,[]
