counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
57,Bizzy Forbes,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
59,Peter Gekofsky,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
61,David Gibbs,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
64,Susan Grant,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
65,Greta,['Inoperable Glioma'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
66,Ellis Grey,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
67,Lexie Grey,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
68,Susan Grey,['No diagnosis available'],,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,,"['S-ERROR-EP-ERROR', 'S-ERROR-EP-ERROR']",,,,,[]
