counter,name,character_type,diagnosis,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
81,Ryan Kerrigan,others,['No diagnosis available'],['No treatment available'],Wes Brown,multiple,['S-5-EP-8'],,,Who_We_Are,Who We Are,['5']
82,Daniel Kiefer,patient,"['Hepatoblastoma', 'Jaundice', 'Heart failure', 'Pulmonary failure']",['Tumor resection'],No actor listed.,single,"['S-12-EP-3', 'S-12-EP-3']",I_Choose_You,I Choose You,I_Choose_You,I Choose You,['12']
83,Jeffrey King,patient,"['Stage 4A colon cancer', 'Liver metastasis']",['ALPPS procedure'],David Chisum,single,"['S-14-EP-6', 'S-14-EP-6']","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby",['14']
84,Seth Lepik,patient,['MRSA'],"['Arteriovenous shunt', 'Antibiotics', 'Surgery']",Tom Costello,multiple,['S-9-EP-21'],,,Sleeping_Monster,Sleeping Monster,['9']
85,Billy Linneman,patient,['Gunshot wounds'],['Bandages'],Kinsey McLean,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
86,Brett Loveman,patient,['No diagnosis available'],['Talk therapy'],Todd Stashwick,single,"['S-4-EP-14', 'S-4-EP-14']",Home_Again,Home Again,Home_Again,Home Again,['4']
87,Robert Martin,patient,"['Subdural hemorrhage', 'Delirium', ""Rathke's cleft cyst"", 'Hyponatremia', 'Seizure']","['Hypertonic saline solution', 'Surgery']",Curtis Armstrong,multiple,['S-2-EP-11'],,,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
88,Matty,patient,['Gallstones'],"['Laparascopic cholecystectomy', 'Exploratory laparotomy']",Edgar Salas,single,"['S-13-EP-13', 'S-13-EP-13']",It_Only_Gets_Much_Worse,It Only Gets Much Worse,It_Only_Gets_Much_Worse,It Only Gets Much Worse,['13']
89,Griffin McColl,patient,"['Electrocution', 'Intracranial bleed', 'Re-bleed', 'Memory loss']","['Pacemaker implantation', 'Surgery', 'Ventriculostomy']",Lance Henriksen,single,"['S-12-EP-14', 'S-12-EP-14']",Odd_Man_Out,Odd Man Out,Odd_Man_Out,Odd Man Out,['12']
90,Gretchen McKay,patient,"['Pregnancy', 'Delayed abruption']",['C-section delivery'],Linara Washington,single,"['S-12-EP-18', 'S-12-EP-18']","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
91,Holden McKee,patient,"['Minimal consciousness', 'Temporal parietal scalp laceration', 'Epidural hematoma']","['Residential care', 'Stitches', 'Amphetamines', 'Surgery']",Brian Kerwin,single,"['S-2-EP-9', 'S-2-EP-9']",Thanks_for_the_Memories,Thanks for the Memories,Thanks_for_the_Memories,Thanks for the Memories,['2']
92,Francesca McNeil,patient,"['Cardiomyopathy', 'Heart failure', 'RAF 1 Mutation']","['Atropine', 'Pacemaker', 'LVAD', 'Heart Transplant', 'Total Artificial Heart']",Harley Graham,multiple,['S-10-EP-21'],,,Change_of_Heart,Change of Heart,['10']
93,Donald Mercer,patient,"['Skull fracture', 'MVC Injuries']","['Resuscitation', 'Life Support']",No actor listed.,single,"['S-10-EP-15', 'S-10-EP-15']",Throwing_it_All_Away,Throwing it All Away,Throwing_it_All_Away,Throwing it All Away,['10']
94,Michael,patient,['Car accident injuries'],['Mechanical ventilation'],No actor listed.,single,"['S-8-EP-17', 'S-8-EP-17']",One_Step_Too_Far,One Step Too Far,One_Step_Too_Far,One Step Too Far,['8']
95,Michelle,patient,"[""Huntington's disease"", 'Respiratory distress']",['Flumazenil'],Sydney Tamiia Poitier,multiple,['S-5-EP-5'],,,Step_One,Step One,['5']
96,Timothy Miller,patient,"['Crush injuries', 'Open fractures', 'Open femur fracture', 'Posterior hip dislocation']",['Surgery'],Ed Lauter,single,"['S-5-EP-8', 'S-5-EP-8']",These_Ties_That_Bind,These Ties That Bind,These_Ties_That_Bind,These Ties That Bind,['5']
97,Dan Mooney,patient,"['Arm injury', 'Neck laceration']",['Tourniquet'],Richard T. Jones,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
98,Gloria Murphy,patient,"['Congestive heart failure', 'Pregnancy']","['Vaginal delivery', 'Surgery']",Dahlia Salem,single,"['S-5-EP-15', 'S-5-EP-15']",You_Break_My_Heart,You Break My Heart,You_Break_My_Heart,You Break My Heart,['5']
99,Reilly Nash,patient,['Traumatic crash injuries'],['No treatment available'],Masam Holden,single,"['S-7-EP-9', 'S-7-EP-9']","Slow_Night,_So_Long","Slow Night, So Long","Slow_Night,_So_Long","Slow Night, So Long",['7']
100,Nate (In Which Dell Finds His Fight),patient,"['Liver spots', 'Bruises', 'Heart attack']","['Residential care', 'Pacemaker']",John Brandon,single,"['S-1-EP-9', 'S-1-EP-9']",In_Which_Dell_Finds_His_Fight,In Which Dell Finds His Fight,In_Which_Dell_Finds_His_Fight,In Which Dell Finds His Fight,['1']
101,Phillip Nichols,patient,"['Hernia', 'Cryptococcus', 'AIDS', ""Kaposi's sarcoma"", 'Intussusception', 'Pneumocystis pneumonia']","['Antibiotics', 'Surgery']",Ian Jensen,single,"['S-6-EP-15', 'S-6-EP-15']",The_Time_Warp,The Time Warp,The_Time_Warp,The Time Warp,['6']
102,Nick,patient,"['Osteosarcoma', 'Intradural mets', 'Cardiac tumor']",['No treatment available'],Jordan Belfi,multiple,['S-8-EP-23'],,,Migration,Migration,['8']
103,Benjamin O'Leary,patient,['Brain tumor'],['Tumor resection'],Peter Paige,single,"['S-3-EP-2', 'S-3-EP-2']",I_Am_a_Tree,I Am a Tree,I_Am_a_Tree,I Am a Tree,['3']
104,George O'Malley,intern resident,['No diagnosis available'],['No treatment available'],T.R. Knight,multiple,['S-6-EP-1'],,,Good_Mourning,Good Mourning,['6']
105,Harold O'Malley,family,['No diagnosis available'],['No treatment available'],George Dzundza,multiple,['S-3-EP-12'],,,"Six_Days,_Part_2","Six Days, Part 2",['3']
106,Bradley Parker,patient,"['Amyotrophic lateral sclerosis', 'Hematochezia']",['Mechanical ventilation'],Logan Fahey,single,"['S-9-EP-17', 'S-9-EP-17']",Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,['9']
107,Heather Parker,family,['No diagnosis available'],['No treatment available'],Agnes Bruckner,multiple,['S-3-EP-10'],,,Blowups,Blowups,['3']
108,Charles Percy,intern resident,['No diagnosis available'],['No treatment available'],Robert Baker,multiple,['S-12-EP-11'],,,Unbreak_My_Heart,Unbreak My Heart,['12']
109,Michael Perkins,patient,['Measles'],['Intubation'],Jackson Lee Wurth,single,"['S-2-EP-11', 'S-2-EP-11']",Contamination,Contamination,Contamination,Contamination,['2']
110,Mr. Peterson,patient,['Head injury'],['Surgery'],No actor listed.,single,"['S-11-EP-1', 'S-11-EP-1']",I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,['11']
111,Thomas Peterson,patient,"['Intestinal perforation', 'Patent ductus ateriosis', 'Necrotizing enterocolitis', 'Congestive heart failure', 'Brain bleed', 'Pericardial tumor', 'Hip displasia', 'Sepsis', 'Ileocolic fistula', 'Post-hemorrhagic hydrocephalus', 'Retinopathy of prematurity']","['Surgery', 'Indomethacin', 'Bowel resection', 'Harness', 'Ventriculostomy']",No actor listed.,multiple,['S-8-EP-21'],,,Moment_of_Truth,Moment of Truth,['8']
112,Phillip (What You Do for Love),patient,"['Type II diabetes', 'Insulin overdose', 'Brain death']",['Organ harvest'],Adam Lazarre-White,single,"['S-2-EP-21', 'S-2-EP-21']",What_You_Do_for_Love,What You Do for Love,What_You_Do_for_Love,What You Do for Love,['2']
113,Diane Pierce,family,['No diagnosis available'],['No treatment available'],LaTanya Richardson Jackson,multiple,['S-13-EP-18'],,,"Be_Still,_My_Soul","Be Still, My Soul",['13']
114,Mary Portman,patient,['Coma'],"['Colostomy bag', 'Colostomy bag reversal surgery']",Mandy Moore,multiple,['S-7-EP-7'],,,That%27s_Me_Trying,That's Me Trying,['7']
115,Gladys Pulcher,patient,"['Lung cancer', 'Post-op infection', 'Bed sores']",['Surgery'],Doris Roberts,single,"['S-7-EP-19', 'S-7-EP-19']",It%27s_a_Long_Way_Back,It's a Long Way Back,It%27s_a_Long_Way_Back,It's a Long Way Back,['7']
116,Nikki Ratlin,patient,"['Broken leg', 'Splenic laceration']",['Casting'],Michaela Watkins,single,"['S-2-EP-21', 'S-2-EP-21']",Superstition,Superstition,Superstition,Superstition,['2']
117,Marjorie Reed,patient,['Stage IV small-cell lung cancer'],['No treatment available'],Eileen Ryan,single,"['S-11-EP-2', 'S-11-EP-2']",Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,['11']
118,Robbie Reeves,patient,"['Scalp laceration', 'Congenital AVM', 'Brain bleed']","['Stitches', 'Surgery']",Micah Nelson,single,"['S-13-EP-6', 'S-13-EP-6']",Roar,Roar,Roar,Roar,['13']
119,Lily Reilly,family,['No diagnosis available'],['No treatment available'],Marisol Nichols,single,"['S-6-EP-7', 'S-6-EP-7']",The_World_According_to_Jake,The World According to Jake,The_World_According_to_Jake,The World According to Jake,['6']
120,Melanie Reynolds,patient,['Catastrophic internal injuries'],"['Splenectomy', 'Lung resection', 'Surgery']",Sarah LaFleur,single,"['S-2-EP-24', 'S-2-EP-24']",Damage_Case,Damage Case,Damage_Case,Damage Case,['2']
121,Oliver Richter,patient,['Aortic dissection'],['Surgery'],Dondré T. Whitfield,single,"['S-7-EP-15', 'S-7-EP-15']",Golden_Hour,Golden Hour,Golden_Hour,Golden Hour,['7']
122,Timothy Robbins,family,['No diagnosis available'],['No treatment available'],,no information available,[],,,,,[]
123,Phillip Robinson,patient,"['Hand injury', 'Malignant glioma']","['Splinting', 'Antibiotics']",Jason O'Mara,multiple,['S-4-EP-13'],,,Piece_of_My_Heart,Piece of My Heart,['4']
124,Scott Robinson,patient,"['Bowel evisceration', 'Mauling injuries']","['Surgery', 'Stitches']",Steven Flynn,single,"['S-4-EP-12', 'S-4-EP-12']",Where_the_Wild_Things_Are,Where the Wild Things Are,Where_the_Wild_Things_Are,Where the Wild Things Are,['4']
125,Cathy Rogerson,patient,"['Fibrodysplasia ossificans progressiva', 'Internal bleeding']","['Anti-inflammatory meds', 'Surgery']",Catherine Dent,single,"['S-3-EP-19', 'S-3-EP-19']",My_Favorite_Mistake,My Favorite Mistake,My_Favorite_Mistake,My Favorite Mistake,['3']
126,Emily Russell,patient,"['Hypoplastic left heart syndrome', 'Prematurity', 'Restricted atrial septum']","['Surgery', 'NICU Care']",No actor listed.,multiple,['S-2-EP-11'],,,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
127,Ruthie Sales,patient,"['Crushed ankle', 'Osteoporosis', 'Bleeding duodenal ulcer']","['Ipubrofen', 'Surgery']",Maggie Siff,single,"['S-4-EP-4', 'S-4-EP-4']",The_Heart_of_the_Matter,The Heart of the Matter,The_Heart_of_the_Matter,The Heart of the Matter,['4']
128,Tony Savitch,patient,['No diagnosis available'],"['Coronary artery bypass surgery', 'Attempted resuscitation']",David Vegh,single,"['S-1-EP-1', 'S-1-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,A_Hard_Day%27s_Night,A Hard Day's Night,['1']
129,Erin Shandley,patient,['Brain death'],['Organ harvesting'],Bhama Roget,single,"['S-4-EP-5', 'S-4-EP-5']",Haunt_You_Every_Day,Haunt You Every Day,Haunt_You_Every_Day,Haunt You Every Day,['4']
130,Derek Shepherd,attending,['No diagnosis available'],['No treatment available'],Patrick Dempsey,multiple,"['S-1-EP-1', 'S-11-EP-24']",A_Hard_Day%27s_Night,A Hard Day's Night,You%27re_My_Home,You're My Home,"['1', '11']"
131,Mr. Shepherd,family,['No diagnosis available'],['No treatment available'],Brice Williams,single,"['S-5-EP-8', 'S-5-EP-8']",Who_We_Are,Who We Are,Who_We_Are,Who We Are,['5']
