counter,name,character_type,diagnosis,cause_of_death,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
32,Alison Clark (Sympathy for the Parents),patient,"['Anemia', 'Internal bleeding', 'Abdominal tumor', 'Acute hemorrhagic stroke', 'Temporal hemorrhage', 'Brain death']","['<h3><span class=""mw-headline"" id=""Hospitalization_and_Death"">Hospitalization and Death</span><span class=""editsection""><a href=""/wiki/Alison_Clark_(Sympathy_for_the_Parents)?action=edit&amp;section=2"" title=""Edit Hospitalization and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>While at the grocery store with her husband, Alison collapsed. She was anemic and they determined that she had internal bleeding coming from her tumor. <a href=""/wiki/Rebecca_Swender"" title=""Rebecca Swender"">Rebecca Swender</a> had told them that Alison\'s cancer was back, but that they may be able to remove it. <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a> promised them he\'d do everything he could. In surgery, Webber believed he could do a local resection. The surgery went well and her husband was told they got good margins and she\'d be okay.\n</p><p>However, when <a href=""/wiki/April_Kepner"" title=""April Kepner"">April Kepner</a> went to wean her off the ventilator, she wasn\'t breathing on her own, so April had to restore previous vent settings. Richard suspected a stroke and had her run a CT and an EEG. She had a stroke and a large bleed. There was nothing they could do as she was already brain dead. Her husband was told that she\'d never wake up. He wanted them to leave the ventilators on, but the advanced directive she\'d signed three years before when she was first diagnosed with cancer specifically said she wanted no mechanical ventilation. They had a meeting where he tried to get them to keep the machines on, but the ethics committee reviewed the case and determined that her advanced directive stood, so they turned the machines off and Alison died.\n</p>']","['Surgery', 'Mechanical ventilation']",Caroline Williams,single,['S-6-EP-19'],Sympathy_for_the_Parents,Sympathy for the Parents,Sympathy_for_the_Parents,Sympathy for the Parents,['6']
33,Gary Clark,patient,['Gunshot wound'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Gary_Clark?action=edit&amp;section=5"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>From there, he went to the room where his wife died and he sat by himself. He realized that he only had one bullet left. He wanted to shoot Richard and then shoot himself, but he only had enough bullets for one of them, which caused him to want a drink from the flask he\'d brought in place of additional ammo. Webber poured out the vodka in his flask and talked to him, saying that killing him wouldn\'t get him justice. He\'d get arrested and taken to prison, but if he shot himself, he\'d be free and might get to see his wife again. He shot himself rather than be arrested. <i>(""<a href=""/wiki/Death_and_All_His_Friends"" title=""Death and All His Friends"">Death and All His Friends</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Gary_Clark?action=edit&amp;section=6"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Romantic"">Romantic</span><span class=""editsection""><a href=""/wiki/Gary_Clark?action=edit&amp;section=7"" title=""Edit Romantic section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>He and Alison Clark had been married for 32 years at the time of her death. He was very upset when she died.\n</p>']",['Pressure gauze'],Michael O'Neill,multiple,"['S-6-EP-19', 'S-6-EP-24']",Sympathy_for_the_Parents,Sympathy for the Parents,Death_and_All_His_Friends,Death and All His Friends,['6']
34,Elsie Clatch,patient,"['Syncope', 'Loculated acute on chronic subdural hematoma']",Has diagnosis,['Craniotomy'],June Squibb,single,['S-13-EP-17'],Till_I_Hear_It_From_You,Till I Hear It From You,Till_I_Hear_It_From_You,Till I Hear It From You,['13']
35,Annie Connors,patient,"['Tumor', 'Difficulty breathing']",Has diagnosis,['Tumor resection'],Alex S. Alexander,single,['S-1-EP-6'],If_Tomorrow_Never_Comes,If Tomorrow Never Comes,If_Tomorrow_Never_Comes,If Tomorrow Never Comes,['1']
36,Liz Cooper,patient,"['High output cardiac failure', 'Blood clot', 'Brain death']",Has diagnosis,['Separation surgery'],Megan Stier,single,['S-10-EP-22'],We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,['10']
37,Louise Cortez,patient,"['Chronic pancreatitis', 'Pancreatic fistula', 'Ruptured splenic artery']",Has diagnosis,"['Drain', 'Surgery']",Bridget Sienna,single,['S-7-EP-8'],Something%27s_Gotta_Give,Something's Gotta Give,Something%27s_Gotta_Give,Something's Gotta Give,['7']
38,Darren Covington,patient,"['Malignant glioma', 'Encephalitis']",Has diagnosis,"['Surgery', 'Clinical trial']",Benny Ciaramello,single,['S-4-EP-14'],The_Becoming,The Becoming,The_Becoming,The Becoming,['4']
39,Bonnie Crasnoff,patient,['Massive internal injuries'],Has diagnosis,['Surgery'],Monica Keena,multiple,"['S-2-EP-6', 'S-3-EP-17']",Into_You_Like_a_Train,Into You Like a Train,Some_Kind_of_Miracle,Some Kind of Miracle,"['2', '3']"
40,Elyse Cruse,patient,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",Has diagnosis,"['C-section delivery', 'Surgery']",Kate Rene Gleason,single,['S-9-EP-19'],Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Can%27t_Fight_This_Feeling,Can't Fight This Feeling,['9']
42,Danny,patient,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",Has diagnosis,"['Albumin', 'Surgery', 'Shunt']",Alexander Walsh,single,['S-11-EP-17'],With_or_Without_You,With or Without You,With_or_Without_You,With or Without You,['11']
43,Daphne,patient,"['Infection', 'Septicemia', 'Pseudomonas']",Has diagnosis,"['FFP', 'Surgery']",Meredith Salenger,single,['S-12-EP-12'],My_Next_Life,My Next Life,My_Next_Life,My Next Life,['12']
44,Kevin Davidson,patient,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",Has diagnosis,['Organ Harvest'],No actor listed.,single,['S-1-EP-3'],"Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War",['1']
46,Rachel Dawson,patient,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",Has diagnosis,"['Brain surgery', 'Mannitol', 'CPR']",Enid Graham,multiple,"['S-9-EP-19', 'S-9-EP-21']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Sleeping_Monster,Sleeping Monster,['9']
48,Kyle Diaz,patient,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']","['<h3><span class=""mw-headline"" id=""Meningitis_and_Death"">Meningitis and Death</span><span class=""editsection""><a href=""/wiki/Kyle_Diaz?action=edit&amp;section=4"" title=""Edit Meningitis and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Kyle later returned to the ER with what looked like meningitis. <i>(""<a href=""/wiki/Mama_Tried"" title=""Mama Tried"">Mama Tried</a>"")</i>\n</p><p>To be treated for the infection, Kyle had to have his implant removed, which brought back his tremor. He was aggressively treated, but the infection started spreading to his ventricles, so he needed drainage and washout to clean out the infection. He was taken in for surgery, but he started to code and was pronounced dead in the OR. <i>(""<a href=""/wiki/At_Last"" title=""At Last"">At Last</a>"")</i>\n</p>']","['Deep brain stimulation', 'Antibiotics', 'Drainage', 'Ventricular washout']",Wilmer Valderrama,multiple,"['S-12-EP-17', 'S-12-EP-23']",I_Wear_the_Face,I Wear the Face,At_Last,At Last,['12']
49,Doc,family,['No diagnosis available'],,['No treatment available'],No actor listed.,multiple,"['S-2-EP-11', 'S-3-EP-17']",Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,Some_Kind_of_Miracle,Some Kind of Miracle,"['2', '3']"
50,William Dunn,patient,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",Has diagnosis,"['Surgical extraction', 'Nephrectomy', 'Lorazepam', 'Surgery']",Eric Stoltz,multiple,"['S-5-EP-11', 'S-5-EP-13']",Wish_You_Were_Here,Wish You Were Here,Stairway_to_Heaven,Stairway to Heaven,['5']
51,"Denny Duquette, Jr.",patient,['Congestive Heart Failure'],"['<h3><span class=""mw-headline"" id=""Heart_Transplant_and_Death"">Heart Transplant and Death</span><span class=""editsection""><a href=""/wiki/Denny_Duquette,_Jr.?action=edit&amp;section=4"" title=""Edit Heart Transplant and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>When a heart became available for Denny at <a href=""/wiki/Mercy_West_Medical_Center"" title=""Mercy West Medical Center"">Mercy West Medical Center</a>, he was prepped for the surgery. He decided before the surgery to sign a DNR, saying that he was done if he didn\'t get the heart.\n</p><p>When the donor flatlined, Burke tried to get the other donor\'s heart for Denny. In order to help his case, Izzie lied on the phone and said that Denny was getting worse. However, when they asked for labs to confirm, she realized she had to make his heart actually worse in order to fool them. She decided to cut his LVAD wire. Denny tried to stop her, but he relented when she started crying and said that she would never forgive him for making her love him if he died. <i>(""<a href=""/wiki/17_Seconds"" title=""17 Seconds"">17 Seconds</a>"")</i>\n</p>']","['LVAD', 'Heart Transplant']",Jeffrey Dean Morgan,multiple,"['S-2-EP-13', 'S-5-EP-23']",Begin_the_Begin,Begin the Begin,Here%27s_to_Future_Days,Here's to Future Days,"['2', '3', '5']"
52,James Evans,family,['No diagnosis available'],,['No treatment available'],James Remar,multiple,"['S-10-EP-4', 'S-10-EP-13']",Puttin%27_on_the_Ritz,Puttin' on the Ritz,Take_It_Back,Take It Back,['10']
53,Elizabeth Fallon,patient,['Pancreatic Cancer'],Has diagnosis,['Palliative Care'],Anna Maria Horsford,multiple,"['S-1-EP-4', 'S-3-EP-17']",No_Man%27s_Land,No Man's Land,Some_Kind_of_Miracle,Some Kind of Miracle,"['1', '3']"
54,Jesse Fannon,patient,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",Has diagnosis,['Surgery'],Omar Metwally,single,['S-2-EP-21'],Superstition,Superstition,Superstition,Superstition,['2']
55,Emile Flores,patient,"['Broken ankle', 'Epidural bleed']",Has diagnosis,"['Reduction', 'Casting', 'Surgery']",Brian George,single,['S-6-EP-14'],Valentine%27s_Day_Massacre,Valentine's Day Massacre,Valentine%27s_Day_Massacre,Valentine's Day Massacre,['6']
56,Eugene Foote,patient,['No diagnosis available'],,['Surgical Removal of Pacemaker'],Albert Hall,single,['S-2-EP-23'],Blues_for_Sister_Someone,Blues for Sister Someone,Blues_for_Sister_Someone,Blues for Sister Someone,['2']
57,Jordan Franklin,patient,"['Ascites', 'Liver disease', 'Hemochromatosis']",Has diagnosis,['Paracentesis'],Jack Shearer,single,['S-1-EP-9'],Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,['1']
58,Peter Gekofsky,attending,['No diagnosis available'],,['No treatment available'],Aaron Perilo,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
59,Stan Giamatti,patient,"['Severe bleeding', 'Paralysis']",Has diagnosis,['No treatment available'],Theo Rossi,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",['4']
60,Brett Gibson,patient,"['Gunshot wounds', 'Stroke', 'Brain death']",Has diagnosis,"['Cricothyrotomy', 'Surgery', 'Tracheal repair', 'Organ harvest']",William Nicol,single,['S-11-EP-18'],When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,['11']
61,Peter Gibson,patient,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",Has diagnosis,"['Subclavian line', 'Chest tubes', 'Organ harvest']",Jake Green,single,['S-11-EP-18'],When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,['11']
62,Greta,patient,['Inoperable Glioma'],Has diagnosis,['Clinical Trial'],Regina Taylor,single,['S-4-EP-15'],Losing_My_Mind,Losing My Mind,Losing_My_Mind,Losing My Mind,['4']
63,Ellis Grey,family,['No diagnosis available'],,['No treatment available'],Kate Burton,multiple,"['S-1-EP-1', 'S-14-EP-7']",A_Hard_Day%27s_Night,A Hard Day's Night,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story","['1', '2', '3', '6', '8', '11', '14']"
64,Lexie Grey,intern resident,['No diagnosis available'],,['No treatment available'],Chyler Leigh,multiple,"['S-3-EP-24', 'S-8-EP-24']",Testing_1-2-3,Testing 1-2-3,Flight,Flight,"['3', '4', '5', '6', '7', '8']"
65,Susan Grey,family,['No diagnosis available'],,['No treatment available'],Mare Winningham,multiple,"['S-2-EP-22', 'S-3-EP-23']",The_Name_of_the_Game,The Name of the Game,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2","['2', '3']"
66,Nick Hanscom,patient,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",Has diagnosis,"['Tumor resection', 'Pressure dressing', 'Surgery']",Seth Green,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",['4']
67,Jen Harmon,patient,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']","['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Jen_Harmon?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Jen was stable after her surgery, but unable to speak clearly due to blood flow issues, Derek stayed by her bedside for several hours, guilty for having nicked the aneurysm in her first surgery. Derek took her into surgery for a EC-IC Bypass to stop the mini-strokes she was having. Addison came into the surgery to monitor the baby throughout. In surgery, Jen and the baby became unstable. Addison wanted to deliver the baby, but Derek asked her to wait. He stabilized Jen just before she made the incision to deliver. After her surgery, the aphasia had cleared, but she had developed pre-eclampsia. Later, her patch blew and she had to be taken back into surgery. Derek made the radical decision to remove her temporal lobe. When the bleeding spread into her frontal lobe, he decided to remove that as well. Addison objected and eventually had to call in <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">The Chief</a> to get Derek to back down and allow Addison to deliver the baby. Addison did the c-section and Jen was pronounced dead shortly after. <i>(""<a href=""/wiki/An_Honest_Mistake"" title=""An Honest Mistake"">An Honest Mistake</a>"")</i>\n</p>\n<h3><span class=""mw-headline"" id=""Lawsuit"">Lawsuit</span><span class=""editsection""><a href=""/wiki/Jen_Harmon?action=edit&amp;section=5"" title=""Edit Lawsuit section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Derek was later deposed for a lawsuit because of Jen\'s death. <i>(""<a href=""/wiki/I_Will_Follow_You_Into_the_Dark"" title=""I Will Follow You Into the Dark"">I Will Follow You Into the Dark</a>"")</i>\n</p>']","['Craniotomy', 'Bronchodilator', 'Intrauterine transfusion', 'Steroids', 'EC/IC bypass', 'Temporal lobectomy', 'C-section delivery']",Jennifer Westfeldt,multiple,"['S-5-EP-14', 'S-5-EP-16']",Beat_Your_Heart_Out,Beat Your Heart Out,An_Honest_Mistake,An Honest Mistake,"['5', '2']"
68,Randy Helsby,patient,['Abdominal sarcoma'],Has diagnosis,['Surgery'],Jocko Sims,single,['S-6-EP-4'],Tainted_Obligation,Tainted Obligation,Tainted_Obligation,Tainted Obligation,['6']
69,Emily Jensen,patient,"['Pregnancy', 'Placenta Percreta']",Has diagnosis,['C-section delivery'],Luciana Faulhaber,single,['S-11-EP-7'],"Could_We_Start_Again,_Please%3F","Could We Start Again, Please?","Could_We_Start_Again,_Please%3F","Could We Start Again, Please?",['11']
71,JJ,patient,['Severe burns'],Has diagnosis,['Debridement'],Nicole Sullivan,single,['S-11-EP-22'],She%27s_Leaving_Home,She's Leaving Home,She%27s_Leaving_Home,She's Leaving Home,['11']
72,Jordan,patient,['No diagnosis available'],,['No treatment available'],Roberto Urbina,single,['S-5-EP-22'],What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,['5']
73,Kathleen Kane,patient,"[""Colles' fracture"", 'Puncture wounds', 'Coagulation disorder', 'Stroke']","['<h3><span class=""mw-headline"" id=""Hospitalization_and_Death"">Hospitalization and Death</span><span class=""editsection""><a href=""/wiki/Kathleen_Kane?action=edit&amp;section=3"" title=""Edit Hospitalization and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Kathleen was struck by bits of a shattered baseball bat after the machine became jammed and the bat shattered. In addition to puncture wounds, she had a Colles\' fracture, which was set in the <a href=""/wiki/Emergency_Room"" title=""Emergency Room"">ER</a>. During the surgery, <a href=""/wiki/April_Kepner"" title=""April Kepner"">April Kepner</a> cut her clavicle in order to access and stop some bleeding in the area. Despite Callie\'s best efforts, Kathleen had a stroke due to a clot that formed because Kathleen had an unknown coagulation disorder and she couldn\'t save Kathleen\'s life and she died on the table.\n</p><p>Following the surgery, Leah was prepared to tell Dante about the affair. However, Callie stepped in before she could say it and told Dante that Kathleen had said that she loved him.\n</p>']","['Surgery', 'Splinting']",Molly Leland,single,['S-10-EP-3'],Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,['10']
