counter,name,character_type,diagnosis,cause_of_death,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
30,Jason Castor,patient,"['Hole in his pericardium', 'C3/C4 break', 'Severed Spinal Cord/Paralysis']",Episode Stills,"['Surgery', 'Ventilator']",Charlie Hofheimer,single,['S-10-EP-17'],Do_You_Know%3F,Do You Know?,Do_You_Know%3F,Do You Know?,['10']
31,Alison Clark,patient,['Stage 4 Cancer'],Episode Stills,['I.L. 2'],Liza Weil,single,['S-5-EP-23'],Here%27s_to_Future_Days,Here's to Future Days,Here%27s_to_Future_Days,Here's to Future Days,['5']
32,Alison Clark (Sympathy for the Parents),patient,"['Anemia', 'Internal bleeding', 'Abdominal tumor', 'Acute hemorrhagic stroke', 'Temporal hemorrhage', 'Brain death']",Romantic,"['Surgery', 'Mechanical ventilation']",Caroline Williams,single,['S-6-EP-19'],Sympathy_for_the_Parents,Sympathy for the Parents,Sympathy_for_the_Parents,Sympathy for the Parents,['6']
33,Gary Clark,patient,['Gunshot wound'],Episode Stills,['Pressure gauze'],Michael O'Neill,multiple,"['S-6-EP-19', 'S-6-EP-24']",Sympathy_for_the_Parents,Sympathy for the Parents,Death_and_All_His_Friends,Death and All His Friends,['6']
34,Elsie Clatch,patient,"['Syncope', 'Loculated acute on chronic subdural hematoma']",Romantic,['Craniotomy'],June Squibb,single,['S-13-EP-17'],Till_I_Hear_It_From_You,Till I Hear It From You,Till_I_Hear_It_From_You,Till I Hear It From You,['13']
35,Annie Connors,patient,"['Tumor', 'Difficulty breathing']",Episode Stills,['Tumor resection'],Alex S. Alexander,single,['S-1-EP-6'],If_Tomorrow_Never_Comes,If Tomorrow Never Comes,If_Tomorrow_Never_Comes,If Tomorrow Never Comes,['1']
36,Liz Cooper,patient,"['High output cardiac failure', 'Blood clot', 'Brain death']",Friendships,['Separation surgery'],Megan Stier,single,['S-10-EP-22'],We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,['10']
37,Louise Cortez,patient,"['Chronic pancreatitis', 'Pancreatic fistula', 'Ruptured splenic artery']",[],"['Drain', 'Surgery']",Bridget Sienna,single,['S-7-EP-8'],Something%27s_Gotta_Give,Something's Gotta Give,Something%27s_Gotta_Give,Something's Gotta Give,['7']
38,Darren Covington,patient,"['Malignant glioma', 'Encephalitis']",Episode Stills,"['Surgery', 'Clinical trial']",Benny Ciaramello,single,['S-4-EP-14'],The_Becoming,The Becoming,The_Becoming,The Becoming,['4']
39,Bonnie Crasnoff,patient,['Massive internal injuries'],Episode Stills,['Surgery'],Monica Keena,multiple,"['S-2-EP-6', 'S-3-EP-17']",Into_You_Like_a_Train,Into You Like a Train,Some_Kind_of_Miracle,Some Kind of Miracle,"['2', '3']"
40,Elyse Cruse,patient,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",Episode Stills,"['C-section delivery', 'Surgery']",Kate Rene Gleason,single,['S-9-EP-19'],Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Can%27t_Fight_This_Feeling,Can't Fight This Feeling,['9']
42,Danny,patient,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",Familial,"['Albumin', 'Surgery', 'Shunt']",Alexander Walsh,single,['S-11-EP-17'],With_or_Without_You,With or Without You,With_or_Without_You,With or Without You,['11']
43,Daphne,patient,"['Infection', 'Septicemia', 'Pseudomonas']",Familial,"['FFP', 'Surgery']",Meredith Salenger,single,['S-12-EP-12'],My_Next_Life,My Next Life,My_Next_Life,My Next Life,['12']
44,Kevin Davidson,patient,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",Episode Stills,['Organ Harvest'],No actor listed.,single,['S-1-EP-3'],"Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War",['1']
46,Rachel Dawson,patient,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",Appearances,"['Brain surgery', 'Mannitol', 'CPR']",Enid Graham,multiple,"['S-9-EP-19', 'S-9-EP-21']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Sleeping_Monster,Sleeping Monster,['9']
48,Kyle Diaz,patient,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']",Episode Stills,"['Deep brain stimulation', 'Antibiotics', 'Drainage', 'Ventricular washout']",Wilmer Valderrama,multiple,"['S-12-EP-17', 'S-12-EP-23']",I_Wear_the_Face,I Wear the Face,At_Last,At Last,['12']
49,Doc,family,['No diagnosis available'],[],['No treatment available'],No actor listed.,multiple,"['S-2-EP-11', 'S-3-EP-17']",Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,Some_Kind_of_Miracle,Some Kind of Miracle,"['2', '3']"
50,William Dunn,patient,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",Episode Stills,"['Surgical extraction', 'Nephrectomy', 'Lorazepam', 'Surgery']",Eric Stoltz,multiple,"['S-5-EP-11', 'S-5-EP-13']",Wish_You_Were_Here,Wish You Were Here,Stairway_to_Heaven,Stairway to Heaven,['5']
51,"Denny Duquette, Jr.",patient,['Congestive Heart Failure'],Episode Stills,"['LVAD', 'Heart Transplant']",Jeffrey Dean Morgan,multiple,"['S-2-EP-13', 'S-5-EP-23']",Begin_the_Begin,Begin the Begin,Here%27s_to_Future_Days,Here's to Future Days,"['2', '3', '5']"
52,James Evans,family,['No diagnosis available'],[],['No treatment available'],James Remar,multiple,"['S-10-EP-4', 'S-10-EP-13']",Puttin%27_on_the_Ritz,Puttin' on the Ritz,Take_It_Back,Take It Back,['10']
53,Elizabeth Fallon,patient,['Pancreatic Cancer'],Episode Stills,['Palliative Care'],Anna Maria Horsford,multiple,"['S-1-EP-4', 'S-3-EP-17']",No_Man%27s_Land,No Man's Land,Some_Kind_of_Miracle,Some Kind of Miracle,"['1', '3']"
54,Jesse Fannon,patient,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",Familial,['Surgery'],Omar Metwally,single,['S-2-EP-21'],Superstition,Superstition,Superstition,Superstition,['2']
55,Emile Flores,patient,"['Broken ankle', 'Epidural bleed']",Romantic,"['Reduction', 'Casting', 'Surgery']",Brian George,single,['S-6-EP-14'],Valentine%27s_Day_Massacre,Valentine's Day Massacre,Valentine%27s_Day_Massacre,Valentine's Day Massacre,['6']
56,Eugene Foote,patient,['No diagnosis available'],Pacemaker,['Surgical Removal of Pacemaker'],Albert Hall,single,['S-2-EP-23'],Blues_for_Sister_Someone,Blues for Sister Someone,Blues_for_Sister_Someone,Blues for Sister Someone,['2']
57,Jordan Franklin,patient,"['Ascites', 'Liver disease', 'Hemochromatosis']",Familial,['Paracentesis'],Jack Shearer,single,['S-1-EP-9'],Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,['1']
58,Peter Gekofsky,attending,['No diagnosis available'],[],['No treatment available'],Aaron Perilo,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
59,Stan Giamatti,patient,"['Severe bleeding', 'Paralysis']",Appearances,['No treatment available'],Theo Rossi,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",['4']
60,Brett Gibson,patient,"['Gunshot wounds', 'Stroke', 'Brain death']",Professional,"['Cricothyrotomy', 'Surgery', 'Tracheal repair', 'Organ harvest']",William Nicol,single,['S-11-EP-18'],When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,['11']
61,Peter Gibson,patient,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",Familial,"['Subclavian line', 'Chest tubes', 'Organ harvest']",Jake Green,single,['S-11-EP-18'],When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,['11']
62,Greta,patient,['Inoperable Glioma'],Episode Stills,['Clinical Trial'],Regina Taylor,single,['S-4-EP-15'],Losing_My_Mind,Losing My Mind,Losing_My_Mind,Losing My Mind,['4']
63,Ellis Grey,family,['No diagnosis available'],[],['No treatment available'],Kate Burton,multiple,"['S-1-EP-1', 'S-14-EP-7']",A_Hard_Day%27s_Night,A Hard Day's Night,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story","['1', '2', '3', '6', '8', '11', '14']"
64,Lexie Grey,intern resident,['No diagnosis available'],[],['No treatment available'],Chyler Leigh,multiple,"['S-3-EP-24', 'S-8-EP-24']",Testing_1-2-3,Testing 1-2-3,Flight,Flight,"['3', '4', '5', '6', '7', '8']"
65,Susan Grey,family,['No diagnosis available'],[],['No treatment available'],Mare Winningham,multiple,"['S-2-EP-22', 'S-3-EP-23']",The_Name_of_the_Game,The Name of the Game,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2","['2', '3']"
66,Nick Hanscom,patient,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",Episode Stills,"['Tumor resection', 'Pressure dressing', 'Surgery']",Seth Green,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",['4']
67,Jen Harmon,patient,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",Episode Stills,"['Craniotomy', 'Bronchodilator', 'Intrauterine transfusion', 'Steroids', 'EC/IC bypass', 'Temporal lobectomy', 'C-section delivery']",Jennifer Westfeldt,multiple,"['S-5-EP-14', 'S-5-EP-16']",Beat_Your_Heart_Out,Beat Your Heart Out,An_Honest_Mistake,An Honest Mistake,"['5', '2']"
68,Randy Helsby,patient,['Abdominal sarcoma'],Romantic,['Surgery'],Jocko Sims,single,['S-6-EP-4'],Tainted_Obligation,Tainted Obligation,Tainted_Obligation,Tainted Obligation,['6']
69,Emily Jensen,patient,"['Pregnancy', 'Placenta Percreta']",Familial,['C-section delivery'],Luciana Faulhaber,single,['S-11-EP-7'],"Could_We_Start_Again,_Please%3F","Could We Start Again, Please?","Could_We_Start_Again,_Please%3F","Could We Start Again, Please?",['11']
71,JJ,patient,['Severe burns'],Friendships,['Debridement'],Nicole Sullivan,single,['S-11-EP-22'],She%27s_Leaving_Home,She's Leaving Home,She%27s_Leaving_Home,She's Leaving Home,['11']
72,Jordan,patient,['No diagnosis available'],Friendships,['No treatment available'],Roberto Urbina,single,['S-5-EP-22'],What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,['5']
73,Kathleen Kane,patient,"[""Colles' fracture"", 'Puncture wounds', 'Coagulation disorder', 'Stroke']",Romantic,"['Surgery', 'Splinting']",Molly Leland,single,['S-10-EP-3'],Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,['10']
75,Veronica Kays,patient,"['Contact dermatitis', 'Pregnancy', 'Advanced pancreatic cancer', 'Spinal met', 'Pulmonary embolus']",Episode Stills,"['Whipple', 'C-section delivery']",Brigid Brannagh,multiple,"['S-13-EP-6', 'S-13-EP-21']",Roar,Roar,Don%27t_Stop_Me_Now,Don't Stop Me Now,['13']
76,Keith,patient,"['Bruising', 'Head laceration', 'Skull fracture', 'Grade III liver laceration']",[],['Stitches'],Casey Thomas Brown,single,['S-13-EP-23'],True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),['13']
77,Jordan Kenley,attending,['No diagnosis available'],[],['No treatment available'],John Sloman,single,['S-5-EP-11'],Wish_You_Were_Here,Wish You Were Here,Wish_You_Were_Here,Wish You Were Here,['5']
78,Vincent Kenner,patient,"['Scalp laceration', 'Depressed skull fracture', 'Abdominal bleed', 'Crush injuries', 'Aortic tear']",Friendships,['Surgery'],No actor listed.,multiple,"['S-5-EP-1', 'S-5-EP-2']","Dream_a_Little_Dream_of_Me,_Part_1","Dream a Little Dream of Me, Part 1","Dream_a_Little_Dream_of_Me,_Part_2","Dream a Little Dream of Me, Part 2",['5']
80,Daniel Kiefer,patient,"['Hepatoblastoma', 'Jaundice', 'Heart failure', 'Pulmonary failure']",Familial,['Tumor resection'],No actor listed.,single,['S-12-EP-3'],I_Choose_You,I Choose You,I_Choose_You,I Choose You,['12']
81,Jeffrey King,patient,"['Stage 4A colon cancer', 'Liver metastasis']",Professional,['ALPPS procedure'],David Chisum,single,['S-14-EP-6'],"Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby",['14']
82,Seth Lepik,patient,['MRSA'],Appearances,"['Arteriovenous shunt', 'Antibiotics', 'Surgery']",Tom Costello,multiple,"['S-9-EP-20', 'S-9-EP-21']",She%27s_Killing_Me,She's Killing Me,Sleeping_Monster,Sleeping Monster,['9']
83,Billy Linneman,patient,['Gunshot wounds'],[],['Bandages'],Kinsey McLean,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
85,Robert Martin,patient,"['Subdural hemorrhage', 'Delirium', ""Rathke's cleft cyst"", 'Hyponatremia', 'Seizure']",Appearances,"['Hypertonic saline solution', 'Surgery']",Curtis Armstrong,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
86,Matty,patient,['Gallstones'],Familial,"['Laparascopic cholecystectomy', 'Exploratory laparotomy']",Edgar Salas,single,['S-13-EP-13'],It_Only_Gets_Much_Worse,It Only Gets Much Worse,It_Only_Gets_Much_Worse,It Only Gets Much Worse,['13']
87,Griffin McColl,patient,"['Electrocution', 'Intracranial bleed', 'Re-bleed', 'Memory loss']",Romantic,"['Pacemaker implantation', 'Surgery', 'Ventriculostomy']",Lance Henriksen,single,['S-12-EP-14'],Odd_Man_Out,Odd Man Out,Odd_Man_Out,Odd Man Out,['12']
88,Gretchen McKay,patient,"['Pregnancy', 'Delayed abruption']",Episode Stills,['C-section delivery'],Linara Washington,single,['S-12-EP-18'],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
89,Holden McKee,patient,"['Minimal consciousness', 'Temporal parietal scalp laceration', 'Epidural hematoma']",Familial,"['Residential care', 'Stitches', 'Amphetamines', 'Surgery']",Brian Kerwin,single,['S-2-EP-9'],Thanks_for_the_Memories,Thanks for the Memories,Thanks_for_the_Memories,Thanks for the Memories,['2']
90,Francesca McNeil,patient,"['Cardiomyopathy', 'Heart failure', 'RAF 1 Mutation']",Appearances,"['Atropine', 'Pacemaker', 'LVAD', 'Heart Transplant', 'Total Artificial Heart']",Harley Graham,multiple,"['S-10-EP-18', 'S-10-EP-21']",You_Be_Illin%27,You Be Illin',Change_of_Heart,Change of Heart,['10']
91,Donald Mercer,patient,"['Skull fracture', 'MVC Injuries']",Friendships,"['Resuscitation', 'Life Support']",No actor listed.,single,['S-10-EP-15'],Throwing_it_All_Away,Throwing it All Away,Throwing_it_All_Away,Throwing it All Away,['10']
92,Michael,patient,['Car accident injuries'],Episode Stills,['Mechanical ventilation'],No actor listed.,single,['S-8-EP-17'],One_Step_Too_Far,One Step Too Far,One_Step_Too_Far,One Step Too Far,['8']
94,Timothy Miller,patient,"['Crush injuries', 'Open fractures', 'Open femur fracture', 'Posterior hip dislocation']",Episode Stills,['Surgery'],Ed Lauter,single,['S-5-EP-8'],These_Ties_That_Bind,These Ties That Bind,These_Ties_That_Bind,These Ties That Bind,['5']
95,Dan Mooney,patient,"['Arm injury', 'Neck laceration']",Romantic,['Tourniquet'],Richard T. Jones,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
97,Reilly Nash,patient,['Traumatic crash injuries'],Familial,['No treatment available'],Masam Holden,single,['S-7-EP-9'],"Slow_Night,_So_Long","Slow Night, So Long","Slow_Night,_So_Long","Slow Night, So Long",['7']
99,Phillip Nichols,patient,"['Hernia', 'Cryptococcus', 'AIDS', ""Kaposi's sarcoma"", 'Intussusception', 'Pneumocystis pneumonia']",Romantic,"['Antibiotics', 'Surgery']",Ian Jensen,single,['S-6-EP-15'],The_Time_Warp,The Time Warp,The_Time_Warp,The Time Warp,['6']
100,Nick,patient,"['Osteosarcoma', 'Intradural mets', 'Cardiac tumor']",Episode Stills,['No treatment available'],Jordan Belfi,multiple,"['S-8-EP-22', 'S-8-EP-23']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Migration,Migration,['8']
101,Benjamin O'Leary,patient,['Brain tumor'],Familial,['Tumor resection'],Peter Paige,single,['S-3-EP-2'],I_Am_a_Tree,I Am a Tree,I_Am_a_Tree,I Am a Tree,['3']
102,George O'Malley,intern resident,['No diagnosis available'],[],['No treatment available'],T.R. Knight,multiple,"['S-1-EP-1', 'S-6-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,Good_Mourning,Good Mourning,"['1', '2', '3', '4', '5', '6']"
103,Harold O'Malley,family,['No diagnosis available'],[],['No treatment available'],George Dzundza,multiple,"['S-2-EP-9', 'S-3-EP-12']",Thanks_for_the_Memories,Thanks for the Memories,"Six_Days,_Part_2","Six Days, Part 2","['2', '3']"
104,Bradley Parker,patient,"['Amyotrophic lateral sclerosis', 'Hematochezia']",Friendships,['Mechanical ventilation'],Logan Fahey,single,['S-9-EP-17'],Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,['9']
106,Charles Percy,intern resident,['No diagnosis available'],[],['No treatment available'],Robert Baker,multiple,"['S-6-EP-5', 'S-12-EP-11']",Invasion,Invasion,Unbreak_My_Heart,Unbreak My Heart,"['6', '8', '12']"
108,Mr. Peterson,patient,['Head injury'],Familial,['Surgery'],No actor listed.,single,['S-11-EP-1'],I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,['11']
109,Thomas Peterson,patient,"['Intestinal perforation', 'Patent ductus ateriosis', 'Necrotizing enterocolitis', 'Congestive heart failure', 'Brain bleed', 'Pericardial tumor', 'Hip displasia', 'Sepsis', 'Ileocolic fistula', 'Post-hemorrhagic hydrocephalus', 'Retinopathy of prematurity']",Appearances,"['Surgery', 'Indomethacin', 'Bowel resection', 'Harness', 'Ventriculostomy']",No actor listed.,multiple,"['S-8-EP-15', 'S-8-EP-21']",Have_You_Seen_Me_Lately%3F,Have You Seen Me Lately?,Moment_of_Truth,Moment of Truth,['8']
111,Diane Pierce,family,['No diagnosis available'],[],['No treatment available'],LaTanya Richardson Jackson,multiple,"['S-13-EP-12', 'S-13-EP-18']",None_of_Your_Business,None of Your Business,"Be_Still,_My_Soul","Be Still, My Soul",['13']
112,Mary Portman,patient,['Coma'],Episode Stills,"['Colostomy bag', 'Colostomy bag reversal surgery']",Mandy Moore,multiple,"['S-6-EP-23', 'S-7-EP-7']",Sanctuary,Sanctuary,That%27s_Me_Trying,That's Me Trying,"['6', '7']"
113,Gladys Pulcher,patient,"['Lung cancer', 'Post-op infection', 'Bed sores']",Professional,['Surgery'],Doris Roberts,single,['S-7-EP-19'],It%27s_a_Long_Way_Back,It's a Long Way Back,It%27s_a_Long_Way_Back,It's a Long Way Back,['7']
114,Nikki Ratlin,patient,"['Broken leg', 'Splenic laceration']",Romantic,['Casting'],Michaela Watkins,single,['S-2-EP-21'],Superstition,Superstition,Superstition,Superstition,['2']
115,Marjorie Reed,patient,['Stage IV small-cell lung cancer'],Familial,['No treatment available'],Eileen Ryan,single,['S-11-EP-2'],Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,['11']
116,Robbie Reeves,patient,"['Scalp laceration', 'Congenital AVM', 'Brain bleed']",Familial,"['Stitches', 'Surgery']",Micah Nelson,single,['S-13-EP-6'],Roar,Roar,Roar,Roar,['13']
118,Melanie Reynolds,patient,['Catastrophic internal injuries'],Familial,"['Splenectomy', 'Lung resection', 'Surgery']",Sarah LaFleur,single,['S-2-EP-24'],Damage_Case,Damage Case,Damage_Case,Damage Case,['2']
