counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
40,Elyse Cruse,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",,single,"['S-9-EP-19', 'S-9-EP-19']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Can%27t_Fight_This_Feeling,Can't Fight This Feeling,[]
41,Ray Daniels,"['Knee injury', 'Hypertrophic cardiomyopathy']",,single,"['S-2-EP-9', 'S-2-EP-9']",Know_When_to_Fold,Know When to Fold,Know_When_to_Fold,Know When to Fold,[]
42,Danny,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",,single,"['S-11-EP-17', 'S-11-EP-17']",With_or_Without_You,With or Without You,With_or_Without_You,With or Without You,[]
43,Daphne,"['Infection', 'Septicemia', 'Pseudomonas']",,single,"['S-12-EP-12', 'S-12-EP-12']",My_Next_Life,My Next Life,My_Next_Life,My Next Life,[]
44,Kevin Davidson,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",,single,"['S-1-EP-3', 'S-1-EP-3']","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War",[]
45,Troy Davis,"['Cardiomyopathy', 'Florid pulmonary edema', 'End-stage heart failure']",,single,"['S-5-EP-21', 'S-5-EP-21']",Drifting_Back,Drifting Back,Drifting_Back,Drifting Back,[]
46,Rachel Dawson,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",,multiple,"['S-9-EP-19', 'S-9-EP-21']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Sleeping_Monster,Sleeping Monster,[]
47,Elena Debray,['Coma'],,single,"['S-2-EP-8', 'S-2-EP-8']",Crime_and_Punishment,Crime and Punishment,Crime_and_Punishment,Crime and Punishment,[]
48,Kyle Diaz,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']",,multiple,"['S-12-EP-17', 'S-12-EP-23']",I_Wear_the_Face,I Wear the Face,At_Last,At Last,[]
49,Doc,['No diagnosis available'],,multiple,"['S-2-EP-11', 'S-3-EP-17']",Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,Some_Kind_of_Miracle,Some Kind of Miracle,[]
50,William Dunn,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",,multiple,"['S-5-EP-11', 'S-5-EP-13']",Wish_You_Were_Here,Wish You Were Here,Stairway_to_Heaven,Stairway to Heaven,[]
51,"Denny Duquette, Jr.",['Congestive Heart Failure'],,multiple,"['S-2-EP-13', 'S-5-EP-23']",Begin_the_Begin,Begin the Begin,Here%27s_to_Future_Days,Here's to Future Days,[]
52,James Evans,['No diagnosis available'],,multiple,"['S-10-EP-4', 'S-10-EP-13']",Puttin%27_on_the_Ritz,Puttin' on the Ritz,Take_It_Back,Take It Back,[]
53,Elizabeth Fallon,['Pancreatic Cancer'],,multiple,"['S-1-EP-4', 'S-3-EP-17']",No_Man%27s_Land,No Man's Land,Some_Kind_of_Miracle,Some Kind of Miracle,[]
54,Jesse Fannon,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",,single,"['S-2-EP-21', 'S-2-EP-21']",Superstition,Superstition,Superstition,Superstition,[]
55,Emile Flores,"['Broken ankle', 'Epidural bleed']",,single,"['S-6-EP-14', 'S-6-EP-14']",Valentine%27s_Day_Massacre,Valentine's Day Massacre,Valentine%27s_Day_Massacre,Valentine's Day Massacre,[]
56,Eugene Foote,"['Broken ankle', 'Epidural bleed']",,single,"['S-2-EP-23', 'S-2-EP-23']",Blues_for_Sister_Someone,Blues for Sister Someone,Blues_for_Sister_Someone,Blues for Sister Someone,[]
57,Bizzy Forbes,['No diagnosis available'],,multiple,"['S-3-EP-10', 'S-4-EP-14']",Blowups,Blowups,Home_Again,Home Again,[]
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,single,"['S-1-EP-9', 'S-1-EP-9']",Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,[]
59,Peter Gekofsky,['No diagnosis available'],,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
61,David Gibbs,['No diagnosis available'],,multiple,"['S-5-EP-1', 'S-5-EP-12']",God_Laughs,God Laughs,Losing_Battles,Losing Battles,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,single,"['S-11-EP-18', 'S-11-EP-18']",When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,single,"['S-11-EP-18', 'S-11-EP-18']",When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,[]
64,Susan Grant,['No diagnosis available'],,multiple,"['S-3-EP-10', 'S-4-EP-13']",Blowups,Blowups,Blind_Love,Blind Love,[]
65,Greta,['Inoperable Glioma'],,single,"['S-4-EP-15', 'S-4-EP-15']",Losing_My_Mind,Losing My Mind,Losing_My_Mind,Losing My Mind,[]
66,Ellis Grey,['No diagnosis available'],,multiple,"['S-1-EP-1', 'S-14-EP-7']",A_Hard_Day%27s_Night,A Hard Day's Night,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story",[]
67,Lexie Grey,['No diagnosis available'],,multiple,"['S-3-EP-24', 'S-8-EP-24']",Testing_1-2-3,Testing 1-2-3,Flight,Flight,[]
68,Susan Grey,['No diagnosis available'],,multiple,"['S-2-EP-22', 'S-3-EP-23']",The_Name_of_the_Game,The Name of the Game,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2",[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,multiple,"['S-5-EP-14', 'S-5-EP-16']",Beat_Your_Heart_Out,Beat Your Heart Out,An_Honest_Mistake,An Honest Mistake,[]
71,Randy Helsby,['Abdominal sarcoma'],,single,"['S-6-EP-4', 'S-6-EP-4']",Tainted_Obligation,Tainted Obligation,Tainted_Obligation,Tainted Obligation,[]
72,Emily Jensen,"['Pregnancy', 'Placenta Percreta']",,single,"['S-11-EP-7', 'S-11-EP-7']","Could_We_Start_Again,_Please%3F","Could We Start Again, Please?","Could_We_Start_Again,_Please%3F","Could We Start Again, Please?",[]
73,Kirk Jensen,['Bronchiolitis obliterans'],,single,"['S-2-EP-2', 'S-2-EP-2']",Equal_and_Opposite,Equal and Opposite,Equal_and_Opposite,Equal and Opposite,[]
74,JJ,['Severe burns'],,single,"['S-11-EP-22', 'S-11-EP-22']",She%27s_Leaving_Home,She's Leaving Home,She%27s_Leaving_Home,She's Leaving Home,[]
75,Jordan,['Severe burns'],,single,"['S-5-EP-22', 'S-5-EP-22']",What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,[]
76,Lillie Jordan,['Stage IV ovarian cancer'],,single,"['S-3-EP-6', 'S-3-EP-6']",Slip_Slidin%27_Away,Slip Slidin' Away,Slip_Slidin%27_Away,Slip Slidin' Away,[]
77,Kathleen Kane,"[""Colles' fracture"", 'Puncture wounds', 'Coagulation disorder', 'Stroke']",,single,"['S-10-EP-3', 'S-10-EP-3']",Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,[]
78,Kara (The Hard Part),"['Pregnancy', 'Dehydration', 'Broken rib', 'Arm injury']",,single,"['S-3-EP-7', 'S-3-EP-7']",The_Hard_Part,The Hard Part,The_Hard_Part,The Hard Part,[]
79,Veronica Kays,"['Contact dermatitis', 'Pregnancy', 'Advanced pancreatic cancer', 'Spinal met', 'Pulmonary embolus']",,multiple,"['S-13-EP-6', 'S-13-EP-21']",Roar,Roar,Don%27t_Stop_Me_Now,Don't Stop Me Now,[]
80,Keith,"['Bruising', 'Head laceration', 'Skull fracture', 'Grade III liver laceration']",,single,"['S-13-EP-23', 'S-13-EP-23']",True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),[]
81,Jordan Kenley,['No diagnosis available'],,single,"['S-5-EP-11', 'S-5-EP-11']",Wish_You_Were_Here,Wish You Were Here,Wish_You_Were_Here,Wish You Were Here,[]
82,Vincent Kenner,"['Scalp laceration', 'Depressed skull fracture', 'Abdominal bleed', 'Crush injuries', 'Aortic tear']",,multiple,"['S-5-EP-1', 'S-5-EP-2']","Dream_a_Little_Dream_of_Me,_Part_1","Dream a Little Dream of Me, Part 1","Dream_a_Little_Dream_of_Me,_Part_2","Dream a Little Dream of Me, Part 2",[]
83,Ryan Kerrigan,['No diagnosis available'],,multiple,"['S-5-EP-6', 'S-5-EP-8']",If_I_Hadn%27t_Forgotten...,If I Hadn't Forgotten...,Who_We_Are,Who We Are,[]
84,Daniel Kiefer,"['Hepatoblastoma', 'Jaundice', 'Heart failure', 'Pulmonary failure']",,single,"['S-12-EP-3', 'S-12-EP-3']",I_Choose_You,I Choose You,I_Choose_You,I Choose You,[]
85,Jeffrey King,"['Stage 4A colon cancer', 'Liver metastasis']",,single,"['S-14-EP-6', 'S-14-EP-6']","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby",[]
86,Seth Lepik,['MRSA'],,multiple,"['S-9-EP-20', 'S-9-EP-21']",She%27s_Killing_Me,She's Killing Me,Sleeping_Monster,Sleeping Monster,[]
87,Billy Linneman,['Gunshot wounds'],,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,[]
88,Brett Loveman,['Gunshot wounds'],,single,"['S-4-EP-14', 'S-4-EP-14']",Home_Again,Home Again,Home_Again,Home Again,[]
89,Robert Martin,"['Subdural hemorrhage', 'Delirium', ""Rathke's cleft cyst"", 'Hyponatremia', 'Seizure']",,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,[]
90,Matty,['Gallstones'],,single,"['S-13-EP-13', 'S-13-EP-13']",It_Only_Gets_Much_Worse,It Only Gets Much Worse,It_Only_Gets_Much_Worse,It Only Gets Much Worse,[]
91,Griffin McColl,"['Electrocution', 'Intracranial bleed', 'Re-bleed', 'Memory loss']",,single,"['S-12-EP-14', 'S-12-EP-14']",Odd_Man_Out,Odd Man Out,Odd_Man_Out,Odd Man Out,[]
92,Gretchen McKay,"['Pregnancy', 'Delayed abruption']",,single,"['S-12-EP-18', 'S-12-EP-18']","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",[]
93,Holden McKee,"['Minimal consciousness', 'Temporal parietal scalp laceration', 'Epidural hematoma']",,single,"['S-2-EP-9', 'S-2-EP-9']",Thanks_for_the_Memories,Thanks for the Memories,Thanks_for_the_Memories,Thanks for the Memories,[]
94,Francesca McNeil,"['Cardiomyopathy', 'Heart failure', 'RAF 1 Mutation']",,multiple,"['S-10-EP-18', 'S-10-EP-21']",You_Be_Illin%27,You Be Illin',Change_of_Heart,Change of Heart,[]
95,Donald Mercer,"['Skull fracture', 'MVC Injuries']",,single,"['S-10-EP-15', 'S-10-EP-15']",Throwing_it_All_Away,Throwing it All Away,Throwing_it_All_Away,Throwing it All Away,[]
96,Michael,['Car accident injuries'],,single,"['S-8-EP-17', 'S-8-EP-17']",One_Step_Too_Far,One Step Too Far,One_Step_Too_Far,One Step Too Far,[]
97,Michelle,"[""Huntington's disease"", 'Respiratory distress']",,multiple,"['S-4-EP-16', 'S-5-EP-5']",Love_and_Lies,Love and Lies,Step_One,Step One,[]
98,Timothy Miller,"['Crush injuries', 'Open fractures', 'Open femur fracture', 'Posterior hip dislocation']",,single,"['S-5-EP-8', 'S-5-EP-8']",These_Ties_That_Bind,These Ties That Bind,These_Ties_That_Bind,These Ties That Bind,[]
99,Dan Mooney,"['Arm injury', 'Neck laceration']",,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,[]
100,Gloria Murphy,"['Congestive heart failure', 'Pregnancy']",,single,"['S-5-EP-15', 'S-5-EP-15']",You_Break_My_Heart,You Break My Heart,You_Break_My_Heart,You Break My Heart,[]
101,Reilly Nash,['Traumatic crash injuries'],,single,"['S-7-EP-9', 'S-7-EP-9']","Slow_Night,_So_Long","Slow Night, So Long","Slow_Night,_So_Long","Slow Night, So Long",[]
102,Nate (In Which Dell Finds His Fight),"['Liver spots', 'Bruises', 'Heart attack']",,single,"['S-1-EP-9', 'S-1-EP-9']",In_Which_Dell_Finds_His_Fight,In Which Dell Finds His Fight,In_Which_Dell_Finds_His_Fight,In Which Dell Finds His Fight,[]
103,Phillip Nichols,"['Hernia', 'Cryptococcus', 'AIDS', ""Kaposi's sarcoma"", 'Intussusception', 'Pneumocystis pneumonia']",,single,"['S-6-EP-15', 'S-6-EP-15']",The_Time_Warp,The Time Warp,The_Time_Warp,The Time Warp,[]
104,Nick,"['Osteosarcoma', 'Intradural mets', 'Cardiac tumor']",,multiple,"['S-8-EP-22', 'S-8-EP-23']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Migration,Migration,[]
105,Benjamin O'Leary,['Brain tumor'],,single,"['S-3-EP-2', 'S-3-EP-2']",I_Am_a_Tree,I Am a Tree,I_Am_a_Tree,I Am a Tree,[]
106,George O'Malley,['No diagnosis available'],,multiple,"['S-1-EP-1', 'S-6-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,Good_Mourning,Good Mourning,[]
107,Harold O'Malley,['No diagnosis available'],,multiple,"['S-2-EP-9', 'S-3-EP-12']",Thanks_for_the_Memories,Thanks for the Memories,"Six_Days,_Part_2","Six Days, Part 2",[]
108,Bradley Parker,"['Amyotrophic lateral sclerosis', 'Hematochezia']",,single,"['S-9-EP-17', 'S-9-EP-17']",Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,[]
109,Dell Parker,['No diagnosis available'],,single,[],Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,[]
110,Heather Parker,['No diagnosis available'],,multiple,"['S-2-EP-11', 'S-3-EP-10']",Contamination,Contamination,Blowups,Blowups,[]
111,Charles Percy,['No diagnosis available'],,multiple,"['S-6-EP-5', 'S-12-EP-11']",Invasion,Invasion,Unbreak_My_Heart,Unbreak My Heart,[]
112,Michael Perkins,['Measles'],,single,"['S-2-EP-11', 'S-2-EP-11']",Contamination,Contamination,Contamination,Contamination,[]
113,Mr. Peterson,['Head injury'],,single,"['S-11-EP-1', 'S-11-EP-1']",I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,[]
114,Thomas Peterson,"['Intestinal perforation', 'Patent ductus ateriosis', 'Necrotizing enterocolitis', 'Congestive heart failure', 'Brain bleed', 'Pericardial tumor', 'Hip displasia', 'Sepsis', 'Ileocolic fistula', 'Post-hemorrhagic hydrocephalus', 'Retinopathy of prematurity']",,multiple,"['S-8-EP-15', 'S-8-EP-21']",Have_You_Seen_Me_Lately%3F,Have You Seen Me Lately?,Moment_of_Truth,Moment of Truth,[]
115,Phillip (What You Do for Love),"['Type II diabetes', 'Insulin overdose', 'Brain death']",,single,"['S-2-EP-21', 'S-2-EP-21']",What_You_Do_for_Love,What You Do for Love,What_You_Do_for_Love,What You Do for Love,[]
116,Diane Pierce,['No diagnosis available'],,multiple,"['S-13-EP-12', 'S-13-EP-18']",None_of_Your_Business,None of Your Business,"Be_Still,_My_Soul","Be Still, My Soul",[]
117,Mary Portman,['Coma'],,multiple,"['S-6-EP-23', 'S-7-EP-7']",Sanctuary,Sanctuary,That%27s_Me_Trying,That's Me Trying,[]
118,Gladys Pulcher,"['Lung cancer', 'Post-op infection', 'Bed sores']",,single,"['S-7-EP-19', 'S-7-EP-19']",It%27s_a_Long_Way_Back,It's a Long Way Back,It%27s_a_Long_Way_Back,It's a Long Way Back,[]
119,Nikki Ratlin,"['Broken leg', 'Splenic laceration']",,single,"['S-2-EP-21', 'S-2-EP-21']",Superstition,Superstition,Superstition,Superstition,[]
120,Marjorie Reed,['Stage IV small-cell lung cancer'],,single,"['S-11-EP-2', 'S-11-EP-2']",Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,[]
121,Robbie Reeves,"['Scalp laceration', 'Congenital AVM', 'Brain bleed']",,single,"['S-13-EP-6', 'S-13-EP-6']",Roar,Roar,Roar,Roar,[]
122,Lily Reilly,['No diagnosis available'],,single,"['S-6-EP-7', 'S-6-EP-7']",The_World_According_to_Jake,The World According to Jake,The_World_According_to_Jake,The World According to Jake,[]
123,Melanie Reynolds,['Catastrophic internal injuries'],,single,"['S-2-EP-24', 'S-2-EP-24']",Damage_Case,Damage Case,Damage_Case,Damage Case,[]
124,Oliver Richter,['Aortic dissection'],,single,"['S-7-EP-15', 'S-7-EP-15']",Golden_Hour,Golden Hour,Golden_Hour,Golden Hour,[]
125,Timothy Robbins,['No diagnosis available'],,no information available,"['S-7-EP-15', 'S-7-EP-15']",Golden_Hour,Golden Hour,Golden_Hour,Golden Hour,[]
126,Phillip Robinson,"['Hand injury', 'Malignant glioma']",,multiple,"['S-4-EP-12', 'S-4-EP-13']",Where_the_Wild_Things_Are,Where the Wild Things Are,Piece_of_My_Heart,Piece of My Heart,[]
127,Scott Robinson,"['Bowel evisceration', 'Mauling injuries']",,single,"['S-4-EP-12', 'S-4-EP-12']",Where_the_Wild_Things_Are,Where the Wild Things Are,Where_the_Wild_Things_Are,Where the Wild Things Are,[]
128,Cathy Rogerson,"['Fibrodysplasia ossificans progressiva', 'Internal bleeding']",,single,"['S-3-EP-19', 'S-3-EP-19']",My_Favorite_Mistake,My Favorite Mistake,My_Favorite_Mistake,My Favorite Mistake,[]
