counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
40,Elyse Cruse,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",,single,"['S-9-EP-19', 'S-9-EP-19']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Can%27t_Fight_This_Feeling,Can't Fight This Feeling,[]
41,Ray Daniels,"['Knee injury', 'Hypertrophic cardiomyopathy']",,single,"['S-2-EP-9', 'S-2-EP-9']",Know_When_to_Fold,Know When to Fold,Know_When_to_Fold,Know When to Fold,[]
42,Danny,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",,single,"['S-11-EP-17', 'S-11-EP-17']",With_or_Without_You,With or Without You,With_or_Without_You,With or Without You,[]
43,Daphne,"['Infection', 'Septicemia', 'Pseudomonas']",,single,"['S-12-EP-12', 'S-12-EP-12']",My_Next_Life,My Next Life,My_Next_Life,My Next Life,[]
44,Kevin Davidson,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",,single,"['S-1-EP-3', 'S-1-EP-3']","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War","Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War",[]
45,Troy Davis,"['Cardiomyopathy', 'Florid pulmonary edema', 'End-stage heart failure']",,single,"['S-5-EP-21', 'S-5-EP-21']",Drifting_Back,Drifting Back,Drifting_Back,Drifting Back,[]
46,Rachel Dawson,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",,multiple,"['S-9-EP-19', 'S-9-EP-21']",Can%27t_Fight_This_Feeling,Can't Fight This Feeling,Sleeping_Monster,Sleeping Monster,[]
47,Elena Debray,['Coma'],,single,"['S-2-EP-8', 'S-2-EP-8']",Crime_and_Punishment,Crime and Punishment,Crime_and_Punishment,Crime and Punishment,[]
48,Kyle Diaz,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']",,multiple,"['S-12-EP-17', 'S-12-EP-23']",I_Wear_the_Face,I Wear the Face,At_Last,At Last,[]
49,Doc,['No diagnosis available'],,multiple,"['S-2-EP-11', 'S-3-EP-17']",Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,Some_Kind_of_Miracle,Some Kind of Miracle,[]
50,William Dunn,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",,multiple,"['S-5-EP-11', 'S-5-EP-13']",Wish_You_Were_Here,Wish You Were Here,Stairway_to_Heaven,Stairway to Heaven,[]
51,"Denny Duquette, Jr.",['Congestive Heart Failure'],,multiple,"['S-2-EP-13', 'S-5-EP-23']",Begin_the_Begin,Begin the Begin,Here%27s_to_Future_Days,Here's to Future Days,[]
52,James Evans,['No diagnosis available'],,multiple,"['S-10-EP-4', 'S-10-EP-13']",Puttin%27_on_the_Ritz,Puttin' on the Ritz,Take_It_Back,Take It Back,[]
53,Elizabeth Fallon,['Pancreatic Cancer'],,multiple,"['S-1-EP-4', 'S-3-EP-17']",No_Man%27s_Land,No Man's Land,Some_Kind_of_Miracle,Some Kind of Miracle,[]
54,Jesse Fannon,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",,single,"['S-2-EP-21', 'S-2-EP-21']",Superstition,Superstition,Superstition,Superstition,[]
55,Emile Flores,"['Broken ankle', 'Epidural bleed']",,single,"['S-6-EP-14', 'S-6-EP-14']",Valentine%27s_Day_Massacre,Valentine's Day Massacre,Valentine%27s_Day_Massacre,Valentine's Day Massacre,[]
56,Eugene Foote,"['Broken ankle', 'Epidural bleed']",,single,"['S-2-EP-23', 'S-2-EP-23']",Blues_for_Sister_Someone,Blues for Sister Someone,Blues_for_Sister_Someone,Blues for Sister Someone,[]
57,Bizzy Forbes,['No diagnosis available'],,multiple,"['S-3-EP-10', 'S-4-EP-14']",Blowups,Blowups,Home_Again,Home Again,[]
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,single,"['S-1-EP-9', 'S-1-EP-9']",Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,[]
59,Peter Gekofsky,['No diagnosis available'],,single,"['S-6-EP-18', 'S-6-EP-18']",Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
61,David Gibbs,['No diagnosis available'],,multiple,"['S-5-EP-1', 'S-5-EP-12']",God_Laughs,God Laughs,Losing_Battles,Losing Battles,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,single,"['S-11-EP-18', 'S-11-EP-18']",When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,single,"['S-11-EP-18', 'S-11-EP-18']",When_I_Grow_Up,When I Grow Up,When_I_Grow_Up,When I Grow Up,[]
64,Susan Grant,['No diagnosis available'],,multiple,"['S-3-EP-10', 'S-4-EP-13']",Blowups,Blowups,Blind_Love,Blind Love,[]
65,Greta,['Inoperable Glioma'],,single,"['S-4-EP-15', 'S-4-EP-15']",Losing_My_Mind,Losing My Mind,Losing_My_Mind,Losing My Mind,[]
66,Ellis Grey,['No diagnosis available'],,multiple,"['S-1-EP-1', 'S-14-EP-7']",A_Hard_Day%27s_Night,A Hard Day's Night,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story",[]
67,Lexie Grey,['No diagnosis available'],,multiple,['S-3-EP-24'],Testing_1-2-3,Testing 1-2-3,Flight,Flight,[]
68,Susan Grey,['No diagnosis available'],,multiple,"['S-2-EP-22', 'S-3-EP-23']",The_Name_of_the_Game,The Name of the Game,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2",[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,multiple,['S-5-EP-14'],Beat_Your_Heart_Out,Beat Your Heart Out,An_Honest_Mistake,An Honest Mistake,[]
