counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
19,Charlie Bilson,"['Crush injuries', 'Internal bleeding', 'Broken nose']",,single,[],All_You_Need_is_Love,All You Need is Love,,,[]
20,Dr. Bones,['No diagnosis available'],,multiple,['S-3-EP-1'],Time_Has_Come_Today,Time Has Come Today,,,[]
21,Heather Brooks,['No diagnosis available'],,multiple,['S-9-EP-1'],"Going,_Going,_Gone","Going, Going, Gone",,,[]
22,Teresa Brotherton,"['Tension pneumothorax', 'Fracture ribs', 'Hemothorax', 'Punctured lung']",,single,[],Physical_Attraction..._Chemical_Reaction,Physical Attraction... Chemical Reaction,,,[]
23,Rosemary Bullard,"['Cancer', 'Brain Tumor']",,single,[],Rise_Up,Rise Up,,,[]
24,Henry Burton,['No diagnosis available'],,multiple,['S-7-EP-10'],Adrift_and_at_Peace,Adrift and at Peace,,,[]
25,Jake Burton,['Advanced craniodiaphyseal dysplasia'],,single,[],Yesterday,Yesterday,,,[]
26,Rich Campion,"['Mediastinal hematoma', 'Aortic transection']",,single,[],Bad_Blood,Bad Blood,,,[]
27,Vivian Carlsmith,['Stage IV Gastrocarcinoma'],,single,[],Apron_Strings,Apron Strings,,,[]
28,Emma Carroll,['Stage IV Gastrocarcinoma'],,single,[],The_Lion_Sleeps_Tonight,The Lion Sleeps Tonight,,,[]
29,Casey (Things We Lost in the Fire),"['Burns', 'Severe lung damage', 'Smoke inhalation', 'Partially-collapsed lung', 'Heart failure', 'Rhabdomyolysis']",,single,[],Things_We_Lost_in_the_Fire,Things We Lost in the Fire,,,[]
30,Jason Castor,"['Hole in his pericardium', 'C3/C4 break', 'Severed Spinal Cord/Paralysis']",,single,[],Do_You_Know%3F,Do You Know?,,,[]
31,Alison Clark,['Stage 4 Cancer'],,single,[],Here%27s_to_Future_Days,Here's to Future Days,,,[]
32,Alison Clark (Sympathy for the Parents),"['Anemia', 'Internal bleeding', 'Abdominal tumor', 'Acute hemorrhagic stroke', 'Temporal hemorrhage', 'Brain death']",,single,[],Sympathy_for_the_Parents,Sympathy for the Parents,,,[]
33,Gary Clark,['Gunshot wound'],,multiple,['S-6-EP-19'],Sympathy_for_the_Parents,Sympathy for the Parents,,,[]
34,Elsie Clatch,"['Syncope', 'Loculated acute on chronic subdural hematoma']",,single,[],Till_I_Hear_It_From_You,Till I Hear It From You,,,[]
35,Annie Connors,"['Tumor', 'Difficulty breathing']",,single,[],If_Tomorrow_Never_Comes,If Tomorrow Never Comes,,,[]
36,Liz Cooper,"['High output cardiac failure', 'Blood clot', 'Brain death']",,single,[],We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,,,[]
37,Louise Cortez,"['Chronic pancreatitis', 'Pancreatic fistula', 'Ruptured splenic artery']",,single,[],Something%27s_Gotta_Give,Something's Gotta Give,,,[]
38,Darren Covington,"['Malignant glioma', 'Encephalitis']",,single,[],The_Becoming,The Becoming,,,[]
39,Bonnie Crasnoff,['Massive internal injuries'],,multiple,['S-2-EP-6'],Into_You_Like_a_Train,Into You Like a Train,,,[]
40,Elyse Cruse,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",,single,[],Can%27t_Fight_This_Feeling,Can't Fight This Feeling,,,[]
41,Ray Daniels,"['Knee injury', 'Hypertrophic cardiomyopathy']",,single,[],Know_When_to_Fold,Know When to Fold,,,[]
42,Danny,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",,single,[],With_or_Without_You,With or Without You,,,[]
43,Daphne,"['Infection', 'Septicemia', 'Pseudomonas']",,single,[],My_Next_Life,My Next Life,,,[]
44,Kevin Davidson,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",,single,[],"Winning_a_Battle,_Losing_the_War","Winning a Battle, Losing the War",,,[]
45,Troy Davis,"['Cardiomyopathy', 'Florid pulmonary edema', 'End-stage heart failure']",,single,[],Drifting_Back,Drifting Back,,,[]
46,Rachel Dawson,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",,multiple,['S-9-EP-19'],Can%27t_Fight_This_Feeling,Can't Fight This Feeling,,,[]
47,Elena Debray,['Coma'],,single,[],Crime_and_Punishment,Crime and Punishment,,,[]
48,Kyle Diaz,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']",,multiple,['S-12-EP-17'],I_Wear_the_Face,I Wear the Face,,,[]
49,Doc,['No diagnosis available'],,multiple,['S-2-EP-11'],Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,,,[]
50,William Dunn,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",,multiple,['S-5-EP-11'],Wish_You_Were_Here,Wish You Were Here,,,[]
51,"Denny Duquette, Jr.",['Congestive Heart Failure'],,multiple,['S-2-EP-13'],Begin_the_Begin,Begin the Begin,,,[]
52,James Evans,['No diagnosis available'],,multiple,['S-10-EP-4'],Puttin%27_on_the_Ritz,Puttin' on the Ritz,,,[]
53,Elizabeth Fallon,['Pancreatic Cancer'],,multiple,['S-1-EP-4'],No_Man%27s_Land,No Man's Land,,,[]
54,Jesse Fannon,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",,single,[],Superstition,Superstition,,,[]
55,Emile Flores,"['Broken ankle', 'Epidural bleed']",,single,[],Valentine%27s_Day_Massacre,Valentine's Day Massacre,,,[]
56,Eugene Foote,"['Broken ankle', 'Epidural bleed']",,single,[],Blues_for_Sister_Someone,Blues for Sister Someone,,,[]
57,Bizzy Forbes,['No diagnosis available'],,multiple,['S-3-EP-10'],Blowups,Blowups,,,[]
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,single,[],Who%27s_Zoomin%27_Who%3F,Who's Zoomin' Who?,,,[]
59,Peter Gekofsky,['No diagnosis available'],,single,[],Suicide_is_Painless,Suicide is Painless,,,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,multiple,['S-4-EP-9'],"Crash_Into_Me,_Part_1","Crash Into Me, Part 1",,,[]
61,David Gibbs,['No diagnosis available'],,multiple,['S-5-EP-1'],God_Laughs,God Laughs,,,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,single,[],When_I_Grow_Up,When I Grow Up,,,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,single,[],When_I_Grow_Up,When I Grow Up,,,[]
64,Susan Grant,['No diagnosis available'],,multiple,['S-3-EP-10'],Blowups,Blowups,,,[]
65,Greta,['Inoperable Glioma'],,single,[],Losing_My_Mind,Losing My Mind,,,[]
66,Ellis Grey,['No diagnosis available'],,multiple,['S-1-EP-1'],A_Hard_Day%27s_Night,A Hard Day's Night,,,[]
67,Lexie Grey,['No diagnosis available'],,multiple,['S-ERROR-EP-ERROR'],Grey%27s_Anatomy,Grey's Anatomy,,,[]
68,Susan Grey,['No diagnosis available'],,multiple,['S-2-EP-22'],The_Name_of_the_Game,The Name of the Game,,,[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,multiple,['S-4-EP-9'],"Crash_Into_Me,_Part_1","Crash Into Me, Part 1",,,[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,multiple,['S-ERROR-EP-ERROR'],Grey%27s_Anatomy,Grey's Anatomy,,,[]
